id,an,judet,scoala,mediu,gen,nota_romana_oral,nota_romana_scris,nota_matematica,nota_limba_straina,nota_specialitate,medie_generala,promovat,absent,promotie
213,2019,Salaj,Colegiul Tehnic Elena Cuza,Urban,F,8.09,8.66,7.4,9.18,8.7,8.31,1,0,2019
214,2019,Neamt,Liceul Tehnologic Bogdan Voda,Urban,F,9.45,8.22,8.22,9.82,9.2,8.73,1,0,2019
215,2019,Suceava,Scoala Nationala Emil Racovita,Rural,F,9.72,7.88,5.77,3.46,5.91,6.47,0,0,2019
216,2019,Maramures,Liceul de Arte Gheorghe Sincai,Rural,F,5.75,10.0,5.21,6.73,7.5,7.27,1,0,2019
217,2019,Bihor,Liceul de Arte Ioan Slavici,Urban,M,7.66,10.0,6.43,7.53,5.99,7.72,1,0,2019
218,2019,Teleorman,Liceul Sportiv Elena Cuza,Urban,M,6.05,6.85,5.15,8.49,9.24,6.86,1,0,2019
219,2019,Cluj,Liceul Sportiv Nicolae Balcescu,Rural,F,6.9,6.72,5.25,9.01,7.13,6.7,1,0,2019
220,2019,Arges,Liceul Pedagogic Ion Luca Caragiale,Rural,M,10.0,7.6,7.42,5.03,8.53,7.54,1,0,2019
221,2019,Teleorman,Liceul Pedagogic Marin Preda,Urban,F,6.92,7.26,2.16,8.72,6.52,5.8,0,0,2019
222,2019,Giurgiu,Liceul Sportiv Ana Ipatescu,Urban,F,4.59,5.71,5.76,5.52,6.76,5.74,0,0,2019
223,2019,Cluj,Scoala Nationala Gheorghe Sincai,Urban,F,7.71,9.32,6.32,7.49,8.23,7.82,1,0,2019
224,2019,Neamt,Scoala Nationala Octavian Goga,Urban,M,7.93,8.72,6.8,7.09,7.65,7.66,1,0,2019
225,2019,Bistrita-Nasaud,Colegiul Economic Avram Iancu,Urban,F,9.32,6.01,8.25,8.04,6.07,7.33,1,0,2019
226,2019,Iasi,Colegiul Economic Gheorghe Sincai,Urban,M,10.0,6.82,8.13,8.9,6.89,7.85,1,0,2019
227,2019,Bacau,Liceul Tehnologic Mihai Eminescu,Urban,M,9.04,8.89,5.0,9.42,5.33,7.28,1,0,2019
228,2019,Valcea,Colegiul Tehnic Onisifor Ghibu,Rural,F,6.76,5.78,7.32,8.99,9.19,7.33,1,0,2019
229,2019,Tulcea,Liceul de Arte Marin Preda,Urban,F,9.74,6.62,5.43,7.36,8.74,7.0,1,0,2019
230,2019,Bihor,Liceul Pedagogic Alexandru Ioan Cuza,Urban,F,6.47,3.51,5.2,7.18,7.98,5.53,0,0,2019
231,2019,Salaj,Liceul Pedagogic Elena Cuza,Urban,M,9.72,8.04,6.01,8.45,6.57,7.44,1,0,2019
232,2019,Vrancea,Liceul Teoretic Ioan Slavici,Urban,M,9.24,7.67,5.97,7.96,4.17,6.84,0,0,2019
233,2019,Olt,Liceul de Arte Bogdan Voda,Rural,M,8.57,7.95,5.91,9.79,10.0,7.98,1,0,2019
234,2019,Bihor,Liceul Tehnologic Elena Cuza,Urban,F,6.73,7.56,10.0,6.02,8.35,8.1,1,0,2019
235,2019,Bucuresti,Colegiul Tehnic Emil Racovita,Urban,F,7.24,8.98,10.0,5.15,7.89,8.37,1,0,2019
236,2019,Salaj,Scoala Nationala Ioan Slavici,Urban,M,8.25,8.95,7.62,7.72,7.7,8.11,1,0,2019
237,2019,Bistrita-Nasaud,Liceul Sportiv Ion Luca Caragiale,Urban,F,7.56,9.03,6.09,9.46,9.27,8.1,1,0,2019
238,2019,Mures,Liceul Teoretic Constantin Brancusi,Rural,F,10.0,8.51,7.5,7.53,6.97,7.98,1,0,2019
239,2019,Suceava,Liceul Tehnologic Onisifor Ghibu,Urban,M,7.39,6.65,8.58,8.21,1.71,6.8,0,0,2019
240,2019,Bacau,Liceul Tehnologic Lucian Blaga,Rural,F,8.15,6.79,5.56,5.76,4.9,6.12,0,0,2019
241,2019,Gorj,Scoala Nationala Gheorghe Sincai,Rural,F,8.83,8.63,7.42,8.49,7.93,8.16,1,0,2019
242,2019,Harghita,Liceul Tehnologic Avram Iancu,Rural,F,6.07,7.26,7.36,7.93,8.78,7.5,1,0,2019
243,2019,Valcea,Colegiul National George Cosbuc,Urban,M,8.59,7.63,8.45,7.15,5.41,7.57,0,1,2019
244,2019,Tulcea,Colegiul National Mihai Viteazul,Urban,F,7.37,5.66,4.78,6.95,5.57,5.75,0,0,2019
245,2019,Harghita,Liceul Pedagogic Constantin Brancusi,Urban,M,8.59,8.61,6.65,7.2,5.87,7.4,1,0,2019
246,2019,Bacau,Liceul de Arte Decebal,Urban,F,8.56,8.49,6.61,7.82,9.28,7.95,1,0,2019
247,2019,Hunedoara,Liceul Tehnologic Onisifor Ghibu,Rural,M,8.05,6.46,7.95,9.92,8.88,7.95,1,0,2019
248,2019,Timis,Liceul Sportiv Alexandru Ioan Cuza,Urban,F,8.31,8.91,10.0,7.87,6.26,8.62,1,0,2019
249,2019,Bacau,Colegiul Tehnic Grigore Moisil,Urban,F,7.81,5.52,8.55,7.2,6.98,7.13,1,0,2019
250,2019,Tulcea,Scoala Nationala Constantin Brancusi,Rural,F,7.44,6.71,7.42,6.69,8.5,7.26,1,0,2019
251,2019,Harghita,Liceul Sportiv Alexandru Ioan Cuza,Urban,F,7.97,7.6,7.99,6.97,7.7,7.67,1,0,2019
252,2019,Iasi,Liceul Sportiv Octavian Goga,Urban,F,9.59,8.67,8.23,9.3,9.03,8.78,1,0,2019
253,2019,Botosani,Colegiul Economic Marin Preda,Urban,M,7.4,6.37,6.2,8.22,6.86,6.77,1,0,2019
254,2019,Bacau,Liceul Teoretic Tudor Vladimirescu,Urban,F,6.97,9.61,6.89,8.41,8.12,8.13,1,0,2019
255,2019,Timis,Liceul Teoretic Ioan Slavici,Urban,M,5.42,8.47,6.99,5.67,5.43,6.84,1,0,2019
256,2019,Ialomita,Scoala Nationala Tudor Vladimirescu,Urban,F,9.18,8.1,9.65,7.16,8.15,8.54,1,0,2019
257,2019,Arges,Scoala Nationala Constantin Brancusi,Urban,M,6.2,8.33,10.0,8.58,7.07,8.47,1,0,2019
258,2019,Sibiu,Colegiul Economic Decebal,Urban,M,8.66,8.28,7.35,7.43,9.01,8.02,1,0,2019
259,2019,Harghita,Liceul Sportiv Elena Cuza,Urban,F,8.43,6.36,6.8,7.48,9.79,7.38,1,0,2019
260,2019,Satu Mare,Colegiul Economic Unirea,Rural,F,7.68,5.95,8.88,9.89,7.13,7.77,1,0,2019
261,2019,Bucuresti,Colegiul Tehnic Spiru Haret,Urban,F,9.34,8.04,5.0,7.77,7.9,7.2,1,0,2019
262,2019,Satu Mare,Colegiul Economic Ioan Slavici,Urban,M,9.2,9.84,4.07,5.82,3.15,6.44,0,0,2019
263,2019,Brasov,Colegiul Economic Elena Cuza,Urban,F,8.25,10.0,6.04,7.68,10.0,8.29,1,0,2019
264,2019,Sibiu,Colegiul National Elena Cuza,Rural,M,7.11,9.5,5.0,7.0,9.15,7.48,1,0,2019
265,2019,Covasna,Colegiul Economic Lucian Blaga,Urban,M,8.42,4.12,7.17,10.0,4.55,6.41,0,0,2019
266,2019,Teleorman,Liceul Pedagogic Decebal,Urban,F,8.39,9.91,7.09,8.48,5.85,8.09,1,0,2019
267,2019,Dolj,Liceul Pedagogic Onisifor Ghibu,Urban,F,7.8,7.85,9.32,8.72,6.44,8.2,1,0,2019
268,2019,Covasna,Scoala Nationala Regina Maria,Rural,F,6.35,6.93,4.64,6.37,10.0,6.56,0,0,2019
269,2019,Gorj,Colegiul Economic Ion Barbu,Urban,M,7.25,9.18,9.06,8.47,6.67,8.47,1,0,2019
270,2019,Buzau,Liceul de Arte Regina Maria,Urban,F,9.01,8.3,7.86,5.97,8.61,7.94,1,0,2019
271,2019,Galati,Liceul Pedagogic Regina Maria,Rural,F,4.9,6.61,6.89,10.0,3.27,6.53,0,0,2019
272,2019,Vrancea,Scoala Nationala Alexandru Ioan Cuza,Rural,F,7.27,4.6,2.67,3.31,8.24,4.64,0,0,2019
273,2019,Ialomita,Colegiul National Traian,Rural,F,9.52,3.5,5.57,4.83,7.13,5.47,0,0,2019
274,2019,Satu Mare,Liceul Pedagogic Mircea cel Batran,Rural,M,9.28,5.59,7.72,9.19,7.21,7.38,1,0,2019
275,2019,Bistrita-Nasaud,Colegiul National Regina Maria,Rural,F,7.61,5.39,5.42,7.16,5.43,5.89,1,0,2019
276,2019,Cluj,Liceul Sportiv Avram Iancu,Rural,F,6.02,6.47,3.21,4.44,7.76,5.34,0,0,2019
277,2019,Gorj,Liceul Teoretic Regina Maria,Rural,F,5.26,7.73,6.62,3.22,4.9,6.05,0,0,2019
278,2019,Suceava,Liceul Sportiv Gheorghe Sincai,Urban,M,7.08,9.33,9.63,8.87,7.24,8.81,1,0,2019
279,2019,Brasov,Liceul Tehnologic Mihai Eminescu,Urban,M,8.58,5.51,8.39,7.91,9.52,7.64,1,0,2019
280,2019,Gorj,Colegiul Economic Ion Barbu,Urban,M,8.44,10.0,10.0,10.0,7.47,9.46,1,0,2019
281,2019,Hunedoara,Liceul Tehnologic Mihai Viteazul,Urban,M,8.3,8.2,7.29,8.63,7.83,7.95,1,0,2019
282,2019,Dolj,Liceul Pedagogic Lucian Blaga,Urban,F,9.94,8.47,7.6,7.29,6.3,7.85,1,0,2019
283,2019,Tulcea,Colegiul National Bogdan Voda,Urban,M,7.81,8.6,7.76,8.05,7.89,8.08,1,0,2019
284,2019,Harghita,Liceul Pedagogic Elena Cuza,Urban,M,8.63,6.61,8.5,8.33,8.19,7.87,1,0,2019
285,2019,Gorj,Liceul Sportiv Ioan Slavici,Urban,F,5.69,9.18,6.75,6.57,7.26,7.42,1,0,2019
286,2019,Valcea,Scoala Nationala Emil Racovita,Urban,M,9.16,1.83,9.42,6.29,3.93,5.82,0,0,2019
287,2019,Valcea,Liceul de Arte George Cosbuc,Rural,F,9.08,6.09,4.39,6.8,4.9,5.81,0,0,2019
288,2019,Sibiu,Scoala Nationala Constantin Brancusi,Urban,M,9.63,6.35,7.12,7.33,7.47,7.22,1,0,2019
289,2019,Covasna,Liceul Sportiv Emil Racovita,Rural,F,5.89,5.94,5.0,8.19,8.47,6.37,1,0,2019
290,2019,Braila,Liceul Sportiv Bogdan Voda,Urban,F,5.57,5.34,4.09,7.55,7.12,5.59,0,0,2019
291,2019,Mehedinti,Liceul Teoretic Nicolae Balcescu,Urban,F,9.41,7.32,7.99,8.62,10.0,8.33,1,0,2019
292,2019,Bihor,Liceul Sportiv Nicolae Balcescu,Urban,F,8.75,9.77,7.11,7.99,8.83,8.46,1,0,2019
293,2019,Cluj,Colegiul Economic Marin Preda,Rural,M,8.78,8.74,5.1,6.42,3.34,6.49,0,0,2019
294,2019,Maramures,Scoala Nationala Ioan Slavici,Urban,M,8.48,8.03,6.46,9.11,7.46,7.68,1,0,2019
295,2019,Iasi,Liceul Tehnologic Spiru Haret,Urban,M,7.08,6.76,7.93,6.46,4.11,6.7,0,0,2019
296,2019,Arad,Colegiul Economic Traian,Rural,F,9.9,9.16,6.08,7.81,6.0,7.63,1,0,2019
297,2019,Dambovita,Liceul Teoretic Nicolae Balcescu,Urban,F,6.32,5.5,6.06,5.98,8.23,6.23,1,0,2019
298,2019,Arad,Liceul Sportiv Decebal,Urban,F,9.68,8.31,7.37,8.05,8.49,8.15,1,0,2019
299,2019,Bacau,Scoala Nationala Stefan cel Mare,Urban,F,8.84,5.63,6.28,8.36,6.62,6.7,1,0,2019
300,2019,Braila,Liceul de Arte Unirea,Urban,F,9.1,10.0,9.12,5.39,8.21,8.69,1,0,2019
301,2019,Hunedoara,Scoala Nationala Alexandru Ioan Cuza,Urban,M,8.83,10.0,10.0,7.44,6.01,8.9,1,0,2019
302,2019,Giurgiu,Liceul Tehnologic Mircea cel Batran,Urban,M,7.58,5.76,5.16,9.65,4.74,6.19,0,0,2019
303,2019,Bacau,Scoala Nationala Lucian Blaga,Rural,M,8.4,5.84,4.98,8.0,7.08,6.35,0,0,2019
304,2019,Harghita,Colegiul Tehnic Octavian Goga,Urban,M,8.4,8.74,5.5,2.26,5.05,6.21,0,0,2019
305,2019,Bacau,Liceul Tehnologic Tudor Vladimirescu,Urban,M,10.0,9.24,6.04,7.21,7.87,7.85,1,0,2019
306,2019,Covasna,Liceul de Arte George Cosbuc,Urban,F,10.0,7.75,5.94,8.78,7.87,7.6,1,0,2019
307,2019,Constanta,Colegiul National Grigore Moisil,Urban,F,8.19,8.09,10.0,6.77,7.85,8.44,1,0,2019
308,2019,Vaslui,Liceul de Arte Octavian Goga,Rural,M,8.66,1.61,2.86,6.6,4.98,3.94,0,0,2019
309,2019,Brasov,Colegiul Tehnic Tudor Vladimirescu,Rural,M,6.75,5.78,10.0,7.32,3.64,7.05,0,0,2019
310,2019,Gorj,Liceul Pedagogic Marin Preda,Urban,M,10.0,8.84,10.0,8.2,5.0,8.63,1,0,2019
311,2019,Salaj,Liceul de Arte Regina Maria,Urban,M,7.6,7.59,8.14,6.79,7.15,7.57,1,0,2019
312,2019,Hunedoara,Liceul Tehnologic Mihai Eminescu,Urban,M,8.51,8.55,10.0,7.27,9.44,8.92,1,0,2019
313,2019,Vaslui,Liceul de Arte Alexandru Ioan Cuza,Urban,F,9.0,9.04,9.89,7.83,7.7,8.91,1,0,2019
314,2019,Dolj,Liceul Pedagogic Onisifor Ghibu,Urban,M,7.32,5.56,6.07,9.3,6.18,6.54,1,0,2019
315,2019,Salaj,Liceul Tehnologic Spiru Haret,Urban,M,8.05,9.0,7.98,5.0,8.09,7.86,1,0,2019
316,2019,Cluj,Colegiul National Ion Luca Caragiale,Rural,M,6.08,8.55,8.79,8.38,5.28,7.86,1,0,2019
317,2019,Bihor,Colegiul Economic Ioan Slavici,Rural,M,6.78,3.62,6.92,7.77,4.93,5.74,0,0,2019
318,2019,Alba,Liceul Sportiv Bogdan Voda,Urban,F,9.49,9.62,7.68,9.51,8.22,8.8,1,0,2019
319,2019,Alba,Liceul Pedagogic Traian,Urban,F,6.98,6.14,6.82,3.97,7.36,6.29,0,1,2019
320,2019,Cluj,Colegiul Tehnic Decebal,Urban,F,9.98,9.91,6.6,8.8,6.06,8.18,1,0,2019
321,2019,Iasi,Colegiul Economic Constantin Brancusi,Urban,F,8.88,5.84,9.23,8.17,8.75,7.95,1,0,2019
322,2019,Dambovita,Colegiul National George Cosbuc,Urban,M,8.46,8.54,5.0,8.71,7.31,7.31,1,0,2019
323,2019,Maramures,Liceul Tehnologic George Cosbuc,Urban,F,8.25,4.54,7.98,5.1,7.99,6.54,0,1,2019
324,2019,Ialomita,Scoala Nationala Regina Maria,Urban,M,8.48,5.75,7.42,7.64,7.25,7.03,1,0,2019
325,2019,Covasna,Liceul Pedagogic Nicolae Balcescu,Rural,M,6.68,7.76,4.94,5.87,7.86,6.54,0,0,2019
326,2019,Giurgiu,Liceul de Arte Mihai Eminescu,Rural,M,7.64,7.03,6.63,3.58,7.91,6.59,0,1,2019
327,2019,Mehedinti,Colegiul Economic Bogdan Voda,Rural,F,8.08,4.37,5.06,6.43,6.13,5.52,0,0,2019
328,2019,Braila,Liceul de Arte Nicolae Balcescu,Rural,M,9.39,9.26,8.46,10.0,8.74,9.07,1,0,2019
329,2019,Dambovita,Colegiul Economic Onisifor Ghibu,Rural,F,9.68,8.49,9.26,8.15,5.7,8.37,1,0,2019
330,2019,Bucuresti,Liceul de Arte Traian,Urban,M,8.11,3.22,7.51,8.7,5.93,6.22,0,0,2019
331,2019,Vaslui,Colegiul Tehnic Elena Cuza,Rural,F,10.0,10.0,8.32,9.41,9.36,9.31,1,0,2019
332,2019,Giurgiu,Colegiul Economic Lucian Blaga,Urban,M,10.0,9.22,9.74,8.16,9.59,9.35,1,0,2019
333,2019,Bistrita-Nasaud,Liceul Pedagogic Vasile Alecsandri,Urban,F,8.8,7.75,7.17,7.27,8.0,7.65,1,0,2019
334,2019,Cluj,Liceul Teoretic Mihai Eminescu,Urban,M,7.71,10.0,9.5,6.41,6.73,8.59,1,0,2019
335,2019,Timis,Colegiul Economic Mihai Eminescu,Urban,M,8.47,8.43,6.44,8.72,6.27,7.56,1,0,2019
336,2019,Maramures,Colegiul Tehnic Unirea,Rural,M,6.79,5.99,3.96,6.16,3.3,5.08,0,0,2019
337,2019,Calarasi,Liceul Teoretic Avram Iancu,Urban,F,8.38,8.51,5.66,6.79,6.89,7.14,1,0,2019
338,2019,Mures,Colegiul Tehnic Spiru Haret,Urban,M,8.02,8.09,5.5,6.78,6.18,6.82,1,0,2019
339,2019,Valcea,Colegiul National Tudor Vladimirescu,Rural,F,8.16,7.48,10.0,7.92,5.68,8.1,1,0,2019
340,2019,Vrancea,Colegiul Economic Ion Barbu,Urban,M,7.47,3.8,6.03,5.78,8.65,5.86,0,0,2019
341,2019,Valcea,Colegiul Tehnic Mihai Viteazul,Urban,F,10.0,8.42,7.37,10.0,7.73,8.4,1,0,2019
342,2019,Mehedinti,Liceul Sportiv Unirea,Rural,F,4.02,5.84,7.46,6.41,3.59,5.89,0,0,2019
343,2019,Giurgiu,Colegiul Tehnic Unirea,Rural,F,7.02,9.81,8.34,6.38,2.95,7.55,0,0,2019
344,2019,Arad,Liceul Sportiv Emil Racovita,Rural,F,7.44,10.0,9.43,10.0,6.85,9.1,1,0,2019
345,2019,Bihor,Liceul Sportiv Ioan Slavici,Rural,M,7.57,1.85,8.85,4.28,6.83,5.63,0,0,2019
346,2019,Neamt,Liceul Sportiv Unirea,Rural,F,8.8,5.54,6.9,9.23,6.28,6.94,1,0,2019
347,2019,Sibiu,Colegiul National Emil Racovita,Rural,M,5.95,5.94,8.2,6.87,5.34,6.67,1,0,2019
348,2019,Teleorman,Colegiul Tehnic Bogdan Voda,Urban,M,8.28,5.02,7.63,7.89,2.24,6.14,0,0,2019
349,2019,Arges,Liceul de Arte Emil Racovita,Urban,M,6.36,7.96,8.78,6.12,7.83,7.75,1,0,2019
350,2019,Alba,Scoala Nationala Unirea,Urban,F,7.07,7.89,5.81,6.65,6.26,6.75,1,0,2019
351,2019,Dambovita,Scoala Nationala Ioan Slavici,Urban,F,9.54,7.52,7.41,10.0,5.0,7.68,1,0,2019
352,2019,Arad,Liceul Teoretic Vasile Alecsandri,Urban,F,10.0,7.69,6.8,8.53,6.43,7.59,1,0,2019
353,2019,Buzau,Scoala Nationala Mihai Viteazul,Urban,F,6.92,8.34,8.84,10.0,7.65,8.49,1,0,2019
354,2019,Botosani,Liceul Pedagogic Nicolae Balcescu,Urban,M,8.54,7.18,3.21,5.98,8.34,6.12,0,0,2019
355,2019,Botosani,Colegiul Tehnic Ion Luca Caragiale,Rural,F,9.69,8.68,8.06,6.72,6.83,8.02,1,0,2019
356,2019,Calarasi,Colegiul Economic Mircea cel Batran,Urban,F,8.94,8.58,9.29,6.7,8.12,8.48,1,0,2019
357,2019,Bucuresti,Colegiul Tehnic Constantin Brancusi,Rural,F,7.58,7.05,8.67,8.57,7.85,7.94,1,0,2019
358,2019,Maramures,Liceul Teoretic Unirea,Urban,F,9.73,5.54,9.87,8.78,6.57,7.9,1,0,2019
359,2019,Teleorman,Liceul Pedagogic Bogdan Voda,Urban,F,6.12,9.2,5.66,7.8,5.97,7.14,1,0,2019
360,2019,Bucuresti,Liceul Teoretic Marin Preda,Urban,F,10.0,8.57,6.69,9.3,5.75,7.84,1,0,2019
361,2019,Prahova,Liceul Pedagogic Regina Maria,Rural,M,7.97,3.93,6.18,8.92,7.86,6.35,0,0,2019
362,2019,Hunedoara,Liceul Tehnologic Ion Luca Caragiale,Urban,F,10.0,9.47,7.58,7.51,6.76,8.26,1,0,2019
363,2019,Valcea,Scoala Nationala Elena Cuza,Urban,F,6.27,7.14,6.74,5.09,7.6,6.69,1,0,2019
364,2019,Cluj,Liceul de Arte Ion Barbu,Urban,F,8.47,5.2,7.37,6.5,10.0,7.09,1,0,2019
365,2019,Bacau,Colegiul Tehnic Ion Barbu,Rural,M,7.1,8.76,8.52,5.0,6.38,7.6,1,0,2019
366,2019,Timis,Colegiul Economic Elena Cuza,Urban,F,8.37,9.16,6.84,8.07,9.08,8.21,1,0,2019
367,2019,Salaj,Colegiul Tehnic Octavian Goga,Urban,M,7.87,7.87,5.88,7.97,5.56,6.94,1,0,2019
368,2019,Dambovita,Liceul Sportiv Traian,Urban,F,8.66,8.1,8.59,6.9,7.78,8.07,1,0,2019
369,2019,Tulcea,Liceul de Arte Traian,Urban,M,9.28,4.53,4.71,4.9,5.59,5.27,0,0,2019
370,2019,Teleorman,Colegiul Tehnic Octavian Goga,Urban,F,6.4,6.0,3.98,5.16,6.29,5.35,0,0,2019
371,2019,Iasi,Liceul Teoretic Onisifor Ghibu,Rural,F,6.57,6.21,4.44,3.62,4.9,5.13,0,0,2019
372,2019,Iasi,Liceul Tehnologic Emil Racovita,Rural,M,8.04,9.65,7.12,10.0,9.81,8.81,1,0,2019
373,2019,Covasna,Scoala Nationala Avram Iancu,Rural,M,7.98,6.87,6.17,8.78,7.01,7.08,1,0,2019
374,2019,Gorj,Liceul Teoretic Ioan Slavici,Urban,F,9.31,3.49,6.5,4.11,8.37,5.8,0,0,2019
375,2019,Bacau,Liceul Tehnologic Alexandru Ioan Cuza,Rural,M,8.5,7.24,7.54,8.93,8.48,7.9,1,0,2019
376,2019,Hunedoara,Liceul Sportiv Ioan Slavici,Rural,M,9.74,8.54,3.99,4.36,3.81,5.96,0,0,2019
377,2019,Maramures,Liceul Teoretic Tudor Vladimirescu,Urban,M,8.23,7.78,6.95,7.11,6.46,7.28,1,0,2019
378,2019,Giurgiu,Liceul Sportiv Lucian Blaga,Rural,M,8.78,9.71,4.54,5.34,7.38,7.06,0,0,2019
379,2019,Bistrita-Nasaud,Liceul de Arte Grigore Moisil,Rural,F,7.89,6.58,7.23,7.34,9.04,7.39,1,0,2019
380,2019,Teleorman,Liceul Sportiv Gheorghe Sincai,Urban,M,9.69,7.07,8.02,8.82,6.94,7.86,1,0,2019
381,2019,Gorj,Liceul Sportiv Emil Racovita,Urban,M,7.67,7.78,8.02,6.85,5.72,7.39,1,0,2019
382,2019,Bacau,Colegiul National Vasile Alecsandri,Urban,M,7.08,5.13,2.77,4.9,7.2,4.89,0,0,2019
383,2019,Alba,Liceul Tehnologic Ana Ipatescu,Rural,F,7.6,5.19,1.77,5.63,5.01,4.44,0,0,2019
384,2019,Bistrita-Nasaud,Liceul Tehnologic Nicolae Balcescu,Rural,F,6.67,8.11,5.95,8.56,5.57,7.0,1,0,2019
385,2019,Harghita,Liceul Teoretic Elena Cuza,Rural,M,8.97,7.98,5.0,8.35,7.43,7.16,1,0,2019
386,2019,Covasna,Liceul Sportiv Mihai Eminescu,Urban,F,9.46,8.27,10.0,8.72,10.0,9.24,1,0,2019
387,2019,Ialomita,Liceul Tehnologic Mihai Viteazul,Rural,M,8.02,7.84,6.9,9.32,7.27,7.71,1,0,2019
388,2019,Maramures,Liceul de Arte Ana Ipatescu,Urban,M,9.22,5.61,9.5,9.68,8.28,8.15,1,0,2019
389,2019,Maramures,Liceul Tehnologic George Cosbuc,Rural,M,9.95,1.92,4.45,5.1,7.84,4.85,0,0,2019
390,2019,Olt,Colegiul Economic Decebal,Urban,F,8.66,9.47,7.66,7.68,5.22,7.94,1,0,2019
391,2019,Bistrita-Nasaud,Colegiul Economic Marin Preda,Rural,F,5.75,8.9,7.31,6.43,5.56,7.24,1,0,2019
392,2019,Braila,Liceul Pedagogic Onisifor Ghibu,Urban,M,4.76,5.07,4.9,5.02,7.34,5.32,0,0,2019
393,2019,Covasna,Liceul Pedagogic Mircea cel Batran,Urban,F,5.84,8.79,8.17,8.56,10.0,8.46,1,0,2019
394,2019,Dolj,Liceul Teoretic Ion Luca Caragiale,Urban,F,6.57,7.41,4.46,8.23,7.54,6.58,0,0,2019
395,2019,Hunedoara,Liceul de Arte Traian,Urban,M,9.22,9.35,6.51,7.47,5.72,7.66,1,0,2019
396,2019,Satu Mare,Liceul Teoretic Mihai Eminescu,Rural,M,3.85,7.73,9.87,4.83,5.64,7.24,0,1,2019
397,2019,Mehedinti,Colegiul Economic Dimitrie Cantemir,Urban,M,8.51,6.61,4.37,8.7,2.13,5.77,0,0,2019
398,2019,Teleorman,Scoala Nationala Regina Maria,Rural,F,9.27,8.74,5.9,8.71,7.51,7.75,1,0,2019
399,2019,Buzau,Liceul Teoretic Octavian Goga,Urban,F,9.7,6.41,8.8,7.91,6.48,7.69,1,0,2019
400,2019,Dolj,Liceul Sportiv Decebal,Urban,F,8.21,10.0,6.89,5.86,9.05,8.12,1,0,2019
401,2019,Harghita,Colegiul National Elena Cuza,Rural,M,8.8,7.87,10.0,9.85,6.52,8.7,1,0,2019
402,2019,Alba,Liceul Pedagogic Avram Iancu,Urban,M,8.18,6.9,5.0,9.11,10.0,7.25,1,0,2019
403,2019,Giurgiu,Liceul de Arte Emil Racovita,Rural,F,8.9,6.4,9.36,8.26,9.34,8.26,1,0,2019
404,2019,Suceava,Liceul Teoretic Mihai Viteazul,Urban,M,8.65,6.84,5.89,9.25,10.0,7.57,1,0,2019
405,2019,Ilfov,Liceul Tehnologic Gheorghe Sincai,Urban,M,9.88,6.69,9.54,8.35,6.75,8.12,1,0,2019
406,2019,Tulcea,Colegiul National Nicolae Balcescu,Rural,F,1.77,6.56,1.0,7.37,4.44,4.22,0,0,2019
407,2019,Satu Mare,Colegiul National Traian,Urban,M,5.24,3.77,3.35,5.99,10.0,5.06,0,0,2019
408,2019,Mures,Liceul de Arte Gheorghe Sincai,Urban,F,6.86,7.32,7.04,7.42,6.86,7.14,1,0,2019
409,2019,Brasov,Scoala Nationala Nicolae Balcescu,Urban,M,5.93,9.61,10.0,3.08,5.16,7.71,0,0,2019
410,2019,Gorj,Liceul Sportiv Mihai Eminescu,Rural,F,8.06,8.74,8.49,10.0,8.78,8.79,1,0,2019
411,2019,Gorj,Liceul Sportiv Marin Preda,Urban,F,7.71,8.55,10.0,5.32,7.91,8.32,1,0,2019
412,2019,Salaj,Scoala Nationala Onisifor Ghibu,Rural,M,9.48,10.0,4.71,3.79,7.54,7.06,0,0,2019
413,2019,Arad,Colegiul National Lucian Blaga,Urban,F,7.53,10.0,5.29,8.36,10.0,8.09,1,0,2019
414,2019,Maramures,Scoala Nationala Alexandru Ioan Cuza,Rural,M,6.25,6.4,5.41,8.1,7.78,6.55,1,0,2019
415,2019,Bacau,Colegiul National Regina Maria,Rural,F,8.33,8.85,7.94,9.42,9.17,8.66,1,0,2019
416,2019,Suceava,Liceul Teoretic Unirea,Urban,M,7.46,10.0,8.07,8.18,7.33,8.49,1,0,2019
417,2019,Braila,Colegiul National Dimitrie Cantemir,Rural,F,9.64,7.79,2.92,6.29,4.79,5.84,0,0,2019
418,2019,Galati,Liceul de Arte Lucian Blaga,Rural,M,6.44,10.0,8.46,6.84,7.13,8.28,1,0,2019
419,2019,Dambovita,Liceul Teoretic Ioan Slavici,Urban,F,8.01,10.0,10.0,7.6,8.84,9.27,1,0,2019
420,2019,Olt,Colegiul Tehnic Constantin Brancusi,Urban,F,7.29,6.84,8.26,7.29,8.95,7.7,1,0,2019
421,2019,Galati,Liceul Pedagogic Ion Barbu,Rural,F,9.32,5.8,1.0,5.81,6.27,4.78,0,0,2019
422,2019,Covasna,Colegiul Tehnic Marin Preda,Rural,F,5.88,6.71,8.97,8.14,6.24,7.45,1,0,2019
423,2019,Bacau,Colegiul National Tudor Vladimirescu,Rural,F,7.92,10.0,7.39,6.41,6.03,7.87,1,0,2019
424,2019,Timis,Liceul Tehnologic Vasile Alecsandri,Urban,F,7.2,9.13,7.08,7.31,7.9,7.86,1,0,2019
425,2019,Dambovita,Liceul Teoretic Unirea,Urban,M,8.32,9.2,5.07,10.0,9.15,7.99,1,0,2019
